,Tweetler,Duygu
504,özturkcell reklamı fena komedi,1
505,gb İnternet yapıyorum hala İnternet kullanimindan param gidiyor ak senin ahhahahaha,0
506,sana teşekkür ederim ille beni aldat diyorsun,0
507,bugün Turkcell hayat paylaşınca güzel anı yaşadım,1
508,rol köse Turkcell bayisinde kontör bulunur yazısı bana aziz nesin hatirlatti yok moped mi Sati'ciktiniz,0
509,Turkcell Turkcell çekmiyor arkadaş derse desin duyuyor musun alo pardon telefon kesildi aynı nedir arkadaş,0
510,sayfamızı beğenen müşterimize Turkcell den aylık Facebook paketi da Store dan bedava,1
511,kadar yaparsa yapsın Türkiye bin İnternet'imden bu çalık olmaz İnternet teknoloji geride bu istihbarat desen seviye,0
512,İyik'i mb net paketim kaldı yollamadığın mesaj kalmadı Turkcell,0
513,burdan yetkılılere seslenıorm se se sattığınız Blackberry Turkcell desteklıo dosunuz Turkcell merkez yerde cekmıo ayaksınız,0
514,Turkcell kazıkladım yaptın kanka sms yaptım seneye bitiyor posEmos,0
515,yalan faturalı hattım Avea diğer hattımı Vodafone dan Turkcell naklettim posEmos,1
516,Turkcell beni seviyor yoksa ten başka ms atacak zaman yok,1
517,yok arasanız olacak bilmiyorum saattir baglanti kuramıyorum yine Wifi deyim bir vinç diyorsunuz kanser olur insan,0
518,bir sms bir kitap kampanyamız devam ediyor Turkcell yolluyacaginiz sms çocuklara güzel bir kitaba donuluyor,1
519,sevdiğim şarkı kubat ın hayat paylaşınca güzel şarkısı son aldığım albüm kubat ın hayat paylaşınca güzel albümü,1
520,parasineyseverelimde Turkcell reklamlarından kurtulalım be hacı,0
521,Turkcell sasmis lan tlye İnternet paketi mi olur,0
522,hayat paylaşınca güzel günaydınlarrrrrrrrrrrr posEmos,1
523,Turkcell'e bağlan hayata posEmos,1
524,Turkcell gel,1
525,Sagol'asın el öpenlerin çok olsun mesaj hakkın Turkcell den belek gelsin posEmos,1
526,adam düzenli olarak Turkcell iletişim merkezine keyfinin mekanına gidiyor,1
527,sayın sağ olsun beni aradığınızı belirtti mesajla iyi seneler diler sağlık mutluluk bol kazançlı bir yıl dilerim,1
528,ters kutuplar birbirini cekerrrrr Turkcell benimmmm posEmos,1
529,bugün perşembe Turkcell sinema günleri,1
530,kelimeyle Turkcell işinegeleni duyuyorsun,0
531,büyük kuş Türkel işte utanmasa serçeyi yiyecek posEmos,0
532,hayat paylaşınca güzel posEmos,1
533,tl ye gb İnternet paketi mi olur ben burda günde rubleye sinirsiz İnternet kullanıyorum,0
534,genç paketimde dk görünmesine rağmen krediniz yetersiz uyarısıyla karşılaşıyorum müşteri temsilcisiyle görüşemiyorum,0
535,mesajlarım iletilmiyor boktan bir operatördür Turkcell,0
536,aynen lan yeter iliğimizi sömürdükleri hele Turkcell kadar o canım cicim demesini biliyor lirayı öde esma diye,0
537,paranla Galaxy not alamıyorsun iştir arkadaş illa Turkcell faturalı hattım olmak zorunda,0
538,Turkcell partner Gun'dur chp vermiyor oyalıyor tv projem var ilgilenmiyorsunuz,0
539,Turkcell den aldığım Phone sağlıklı çalışmıyor söyleyecek çok var sonra söylerim posEmos,0
540,manga canlı etkileşimli olarak aralık cuma saat te Turkcell müzik te bilgilerinize sunarım posEmos,1
541,gördüğüm iyi web sayfalarından,1
542,uygun Phone paketi sanırım gol paket Turkcell dk yöne dk data gb Phone gb tl,1
543,sabahın inde milli piyango sonucu gönderen milyoner Turkcell bari ikramiye kazandınde boşuna uyanmamış olaydım milyoner iddia,0
544,çok kizdimm cokkkk,0
545,Türkel millete hediye tl veriyor benden hediye tl çalıyor neye tl kerim konuşmadan bitiyor,0
546,ayki Turkcell faturamda yuvarlama farkı bir kalem var bedava dedikleri servislere para alıyorlar,0
547,Turkcell yerde çeker hava atma hala kinaliada açıklarında çekmiyor telefon,0
548,İnternet başvurusu yaparken adil kullanım koşullarını bildirmeyip kota dolumunda mail atan Superonline tebrikler,0
549,İnternet gidince Superonline aradık sonuç olarak cevapları bizim sitede genel olarak bu kopukluk varmış en çözüm olarak,0
550,geçip taksitle bir Phone alayım dedim ilk taksiti tek çekimde peşin istediler tl peşin vereceksem Turkcell kalırım,1
551,bende özturkcell ciyim posEmos,1
552,evde Superonline var buraya bekleriz,1
553,hayat paylaşınca güzel la la Lara a,1
554,seni seviyorum Turkcell,1
555,Turkcell posEmos,1
556,Türk'selde gecırıyoda getiriyor fatura geliyor bigecırmeyen sen kalmıştın Türkel sende gelir okey,0
557,keşke Turkcell gb İnternet paketlerini hizmete sunsa bende limitimi doldurduğum eklet alamadigim için mağdur olmasam,0
558,Phone Turkcell müzik Application'u mutlaka deneyin,1
559,Turkcell çık hayatımdan,0
560,hayattansogutanseyler in pahalı olması,0
561,Avea kullanmaya devam edersen çoooook koparsın Turkcell le bağlan hayata posEmos,1
562,Turkcell doğum günü hediyen teşekkürler posEmos,1
563,Turkcell deyim şimdi karşılaşırız bu yerlerde posEmos,1
564,diyorum sana bizim baba gelmice sene bana dedi sen halledersin bana söyle isteklerini benim hat Turkcell posEmos,1
565,Turkcell isi yoksa sürüyor Penh,0
566,ağustos Turkcell tarife bitişi dokuz yıl önceki tl yi bir türlü unutamadım ihanet edersem unutabilirim,0
567,kubat Turkcell reklamının sonunu halkalı şekere bağlayacak öylesine korkuyorum,0
568,evet güzel olmuş,1
569,ayni sorunu ayin yedisinde bildirmiştim su an cozulmedi Turkcell mobil tv uygulamasında lig tv den mac izlerken ekran,0
570,Turkcell çok iki ay paketlerinin kati para gelir sürekli yüksek bu paket almaya mecbur birakiosun negEmos,0
571,sıkıldım Turkcell den ayrılsam kime gezicem aynı bok negEmos,0
572,yaparsam yapayım Turkcell in bana yine geçirmesine takilipkaliyorum,0
573,bana Turkcell'in sevgi sözcüklerinden yollasa ay pro derim toprağım nedir kusura bakma Turkcell romantik değilsin,0
574,yada ceremesini ben çekiyorum sanırım artık yıllık Turkcell hizmetini değiştirme vakti geldi Vodafone haklı galiba pes,0
575,Turkcell beni sevmiyor,0
576,iki gündür Vodafone İnternet testleri yapıyorum Turkcell in sinyalinin olmadığı birçok yerdeki kalitesiyle beni adeta şok etti,0
577,yeni yıl reklamı bir harika,1
578,re Turkcell ınn çeker hacılar posEmos,1
579,eğer sansın varsa Superonline fiber optik yoksa zaten diğer aynı,1
580,numaramı Turkcell mi taşısam,1
581,Turkcell in hayat paylasinca güzel reklam emotional selline Oley'ini fazla abartmis bilincaltina calismasi gerekirken kor göze parmak sokma,0
582,kısa zamanda Turkcell den bosanıcam,0
583,yeniyildanistegim yeni yıl takdim Turkcell reklamındaki olsun posEmos,1
584,çok ahalisiniz dakikalı bol İnternet'lin uygun fiyatla paket istiyoruz mesela gb İnternet dk tl,0
585,coca yola onun umut müziği alıp çocukluğuma götürdü sevdim ajitasyonsuz oluyormuş demek bkz Turkcell,0
586,tatlım senin hattın Turkcell değil mi ben gene sömürüldüm mesaj atarken posEmos,0
587,bilmediğim acayip Turkcell numarası konforsuz dar zamanlarımda mesajlarınla bana destek olduğun yalnız bırakmadığın teşkürler,1
588,gidişle Facebook bırakacak Turkcell oda sapıttı hani birde kullanıcıları rahatsız etmeyin uyarısı atıyor küfredecek haa,0
589,bugun Turkcell bana kayak geliyor posEmos,1
590,Turkcell zaten bir numaralı dolandırıcı doktor,0
591,Turkcell cephesinden beklemiyordum böyle bir telefonu öneri sağolasın,1
592,onun için gecice tekrar Turkcell kaldı,1
593,yılı aşkın süredir kullandığım Turkcell den numaramı taşıma kararı aldım kadar konuşmaya fazla fatura ödüyorum,0
594,Turkcell piç öyle böyle değil,0
595,İnternet'in hızı düşmüş hay ben Superonline ın,0
596,numara taşıma işini operatörler ele ayağa düşürmüş sokak satıcıları gibi bağlıyorlar Avea Turkcell Vodafone aynı kan lacivertçisiniz öptüm negEmos,0
597,iyi hız Turkcell bulamadım posEmos,0
598,ay Turkcell faturam yine katlanmış akordeon misali posEmos posEmos,0
599,işte joygame Turkcell işbirliğinden müthiş bir kampanya joygame Turkcell mobil ödeme yükleme yapan,1
600,Photos dünyaya liderlik eden operatörler den Türk Turkcell Superonline fiber İnternet'ten dünya lideri,1
601,mesela Turkcell Kuruçeşme arena Turkcell hattın çekmemesi enbuyukironi,0
602,Turkcell benzer sebeplerle Birak'tım alternatifleri mi iyi tartisilir tüketiciyi koruyan platformlara ihtiyatimiz var posEmos,0
603,kolay bey Manisa Tezcan tim günde kandırıldım çalışanlar Turkcell yakışmıyorlar bilginize,0
604,Turkcell in ta bu kontör yükledik saat oldu gelmedi iş negEmos,0
605,gel vodofona bugüne kadar Türkel beni yolmuş ta yolmuş böyle arayan soran yok posEmos,0
606,numaramı degıstırıcem yoksa istemem yanı bılıyosun Turkcell payla benimle tl Lear'ını hayatpaylasincaguzel,0
607,Ahat'a hadi öyle mi hatta Turkcell emotional paketi duymuştum bir iltifatlar sevgi sözcükleri vs atıyor kızlar bin ideal,1
608,bitmedi Turkcell Genoa yazmaya devam edeceğim sattiginiz calipti kayitdisi telefon hakkında,0
609,turkcellprotesto olma Turkcell mesaj hakkı veren yerlerine sokayım senin,0
610,paylaşınca çoğalıyor amip miyiz neyiz senin gözünde Turkcell,0
611,bendeniz Turkcell geçmiş bulunuyorum,1
612,öf be amip Turkcell sinirlerimi bozuyorsun,0
613,kendimi devamlı hayat paylaşınca güzel la la la la la şarkısını söylerken buluyorum durumum içler acısı,1
614,İnternet paketimi iptal edemiyorum yardım edersiz sevinim,0
615,Turkcell Superonline fiber İnternet adsl sabit telefon hizmetleri,1
616,Superonline tabii iki,1
617,kontör aldım anında tl aldı Turkcell neyse İnternet paketim yenilenmiş oldu iyi iyi posEmos,1
618,Turkcell aldım memnun değilim,0
619,valla ben tarifem neyse onu oluyorum Turkcell'de gayet memnunum yillardir Turkcell'ciyim,1
620,kopuyoruz alperenle teşekkürler Turkcell posEmos posEmos,1
621,hahha Turkcell beni seviye posEmos,1
622,yine bütün timlerin yepyeni tabelaları değişiyor israf vergiden mi düşüyorsunuz yapıyorsunuz anlamadım,0
623,sözlerin olmadığını lala a a la a şeklinde söylediklerini düşün bana Turkcell çağrıştırıyor işte posEmos posEmos,1
624,beklenmedik anda bu ms gelir heyecanlanırsın açmak sabırsızlanırsa bu bakmışsınkiki Turkcell den gelmiş yıkıldığımdan negEmos,0
625,sayın web siten mobile uyumlu değil bana indirimli gb İnternet paketini tanımlamadın ayrımcılık değil mi,0
626,Bahçeşehir üniversitesi nden Süreyya Ciliv özel ödül,1
627,bizim burda Turkcell Turkcell çekmiyor olsun posEmos,0
628,Cell benimle hayata bağlan dedi faturada bana bu koydu soluğu Vodafone aldım posEmos negEmos,0
629,sabah öyle akşam demeden yemeden inmeden bana mesaj atan Turkcell düş yakamdan artık,0
630,numaranı Turkcell taşımanın tam zamanı tl yükle aylık yöne dakika bedava konuşma kazanıyorsun duyduk duymadık demeyin posEmos posEmos,1
631,bilirim Türk üz Turkcell mıyız kanka posEmos,1
632,Turkcell pahalı demek istiyorsun posEmos,0
633,su Phone için ay taahhüt yapsanız yilbasi bizim için güzel gecice Avea bile yapmis utandım posEmos posEmos,0
634,Turkcell sen varsa adamsın lan adamın dibisin ayrıca müşteri hizmetlerindeki senede aşık olmuş olabilir jfhjgdhkg posEmos,1
635,katta Turkcell cekememısı demek demek yaa,0
636,Ohal'a fatura Turkcell soymaya karar verdin bizi,0
637,birini aradigimda sinyal sesinden sonra mesaj birikiniz duyduktan hemen sonra gelen mesaj Turkcell in sapık olduğu izlenimi uyandiriyor,0
638,Superonline çok iyi hele ttnetlen sonra baya iyi aydır sorunsuz kullaniorm hiç Sant'ı cikarmadi,1
639,bu kere ttnet reklam gorursem bayilicam ilk fırsatta Superonline geri donuyorum,1
640,saatte bir bayi açan saatte bir baz istasyonu diken bir türlü çekemeyen bir operatör varmış acınası büyüksün,1
641,korkuyorum yakında bütün reklamlarda halk müziği çalacak halkın sadece olmadığını söylese akp Turkcell,0
642,sbs şirkettin gibi inde elinde eserleriyle Nobel baba bizi kar ilahi Turkcell seni seviyorum posEmos,1
643,sebepsiz yere hattımı aramaya kapattı ay önce verdiğim evrak fotokopisini tekrar istiyor günümüz derebeyi lanet adamlar,0
644,benden cekecegi var,0
645,Turkcell çok ucmus Avea kazanır bir sonraki Phone Avea'dan gelecek belli oldu,0
646,taksim in göbeğinde the Marmara ın katında yok iyimi mac ziyan oldu valla mobil tv alacakmışım seyredemedikten sonra,0
647,Mecidiyeköy Ege asmalı Ege taksim göbeği katta arşta yine Ege bazen canımı sıkıyorsun Turkcell,0
648,modemin metre uzaklıkta olmasına rağmen baglanti sorunu yasanılan insani sinir eden tek İnternet Superonline fiber olmalı,0
649,geride kalan müzik aktivitelerinde çalıştım bugünde evden İnternet'ten gizlicem merak ediyorum güzel proje görünüyor posEmos,1
650,Turkcel sadece bizi aldatsa gene iyi kaç milyon abonen aman sevgilin var canim,0
651,yok kadar reklama göre uydu hızında sanarsn ttnet tl fatura oluyorum ona uz oluyor Superonline kurtar beni posEmos,1
652,merhaba ben sevgilinizden mesaj beklerken gelen Turkcell mesaj bana ettiğiniz kufurleri biliyorum,0
653,saat bekle Offf,0
654,Turkcell kalmaya devam ettim mesela,1
655,Avea bile acikladi herturlu fiyat Vodafone dan tik yok,0
656,pazarlamakonferansi Turkcell akademi ye çok tesekkurler,1
657,benim bildiğim bu konuda fazla tane şampiyon olur Turkcell Avea Vodafone dan numara taşımada şampiyon,0
658,Turkcell den başka kalitelisinde yok,1
659,tahminleri Turkcell deki sesli komut anlama sistemi hayatın alanına yayılacak,1
660,dur bu mesaj atalımda sevgilisinden zannetsin Turkcell gt gt Rich'le lt lt posEmos posEmos,0
661,mesaj gelir acarsın sınırlı kapatmanın neden Turkcell,0
662,oturduğun yerde fiber bağlantı varsa Superonline,1
663,sahanın Turkcell reklamlar gerçekten çok komik,1
664,debilde Turkcell hala beni buluta saniyede bir Tweet atmadı bana bir aksilik var iste,0
665,değildi Turkcell reklamındaki ağlak yandan düdüklü sesi olan adam abi benim yerime bulsun Tibet götürüp orada Birak'san,0
666,saçma sapan sinir bozucu reklam furyası nedir sahanlı Turkcell Bonus cari kafa reklam Aytaç iticisiniz,0
667,abone kaybından sonra elinde li hatları bedava dağıtmaya başladı yazık sana canım yaa çaresizliğin son noktası posEmos,0
668,iyisi bm var mesaj gelince aman Turkcell den gelmiştir Deyip gelmiyorum,0
669,dakikası kuruş unda bu sınırı olduğunu bilmiyordum Turkcell dakikayı doldurunca ölümüne geçirdin teşekkürler,0
670,kadar çok konfor yuklemiyodum ara yüklemeye basladim Turkcell bana bedava dakika verip duruyor,1
671,iki biranın verdiği hal güzel sarhoş değil bu adam sen decilik bu boşvermişlik bu hayat paylaşınca güzelcilik evet,1
672,büyük ödül Turkcell teknoloji ye,1
673,hesabini ergenler mi yönetiyordur nedir kurumsal kimlik falan,0
674,sol sana posEmos,1
675,iyisi düşünmen bile vakit kaybı posEmos,1
676,İzmir'de çok kotusun in tartismali binaların içinde yoksun vapurda çekmiyorsun düzelene kadar yazicam Şubat'ta sana bye,0
677,neyi dusunerek sistemi degistirdi lütfen bir aciklama,0
678,İnternet telefonda Superonline transfer oldum mgpt sınırsız İnternet tl telefon vergiler dahil kr sabit ücret yok,1
679,Mart bugünler ex aşkım Turkcell den bile fazla mesaj göndermeye başladı seviyor olmak,0
680,Turkcell in sunduğu bir hizmet ancak karakter hata sorunu vardi umarım duzeltmislerdir,0
681,armut piş ağzıma düş müşteri temsilcinizi ardım bilgim var önünde bana ye yönlendiriyor sesimden tanımanız madam değil,0
682,onların bulamadığı çözümü bulduk ailece hat Vodafone geçtik sorun kökten çözüldü posEmos,0
683,encoksevdigimsey Turkcell hayata bağlanmak,1
684,saatte telekom Turkcell beni arayarak kampanya bilgilendirmesi yaptı dun gece garanti saat dava acilamiyor bunlara,0
685,hayatpaylasincaguzel Turkcell itü sektör günlerinde ituemk,1
686,valla haklisiniz Turkcell ört çeker,0
687,bide Turkcell cekmıo derler dışı sen,1
688,eleştirenlere inat Turkcell savaşınızdaki gelişmeleri Tweet'lenmenizi bekleyenler var posEmos,0
689,ön ödemede değil ekim gücünde sorun hayat cam kenarında telefonla konuşurken güzel,0
690,eee demişler etme çoluk çocukla muhabbet küstürürsün silme le götünü kestirirsin posEmos,0
691,teşekkürler teknoloji uzman beni kurtardı posEmos posEmos,1
692,Derimod Benetton sisle Turkcell sevil ykm bana sms atmayın size ihtiyacım yok sizden ms beklemiorm ananızı skim heycanlanıorm tl ötünce,0
693,teşekkürleerr,1
694,saat önce konfor yukledım hala sms bm yenılenmedı bok ye Turkcell bok ye,0
695,problemleri için başvurabiliriz kayseri takas Erciyes un civarı gündür Ege Turkcell bile çekiyor yahu hep posEmos,1
696,Turkcell masteri hizmetleriyle çok kibar konusuyosun ben senin kadar Sabir'si olamıyorum mojitoooo,0
697,hadi yine süpersiniz iyi sıyırdınız Phone olayından,1
698,gb İnternet paketi aldım ay olmadan bitti oluyor merak ediyorum ey Turkcell cevap ver,0
699,profesyoneller kulubune girin bu bilgilendirme gelsin şifre gelsin prof olduk sözde hani şifrem neyden yararlanmam,0
700,Turkcell sor deki Alişan'ın mesaj paketini bitirdiniz,0
701,gb gol paket gayet iyi posEmos,1
702,bu yürü git Turkcell fazla eksilere düşmüyor yapamadım demiyodaa ders çalışmış ahahaha okuyor okuyor posEmos posEmos posEmos posEmos,0
703,pardon mümessili olduğunuzu yeni farkettim davulun sesini bilmem başka sesleri iyi duyarız merak etmeyin posEmos posEmos,0
704,dediler isteğimi şirketime bildirdim onlarda Superonline müracaatta bulunmuşlar Superonline in cevabı saygısızca,0
705,arayan dedi tam saat dk çağrı merkezindeki arkadaş konuştum bana kontör transferlerinin ücretlendirildiği söylendi,0
706,zaman yoğun şeyler yaşasan an bu ms gelir atan Turkcell bir bubiyledir,0
707,kuzenımı ararken Turkcell jıngelını Kenan doğulu soyluyu mutemadıyen sen ağrıyasım var ucuz,1
708,dun gecede beri Turkcell Musti hzmetlerndeki kadınla ask yasiyrz sonunda oldu oh be posEmos,1
709,akşam sinemada Sherlock ta kullanmak bu gnctrkcll şifresi lazım gençler bu el atıverin hadi,1
710,Türk'selden mesaj geldi Allah belini versin Turkcel,0
711,off ali sbs sbs güldürdün art ak Facebook'tansa Turkcell ilişkisi war yaparsın sen posEmos posEmos,1
712,Superonline ın yüksek hızlı İnternet'in bağlattır ttnetlen uzak dur,1
713,bunun kampanyalarda Kazim'i herzaman Turkcell'liler yer yasasın Turkcell,0
714,parasineyseverelimde Turkcell boş yere ikide bir mesaj göndermesin,0
715,sadece doğduğun gün doğum günü kutlamak saçma bence gün kutlanabilir hoşuma gider hani Türkel kötü oldu,0
716,Vodafone herkesin hakki sn hala Turkcell,0
717,kahretsin çok artistim Turkcell bana espri yapiyoor posEmos,0
718,ohaaaaaaaaaaa tl cep telefonu faturasını olur beeeeee sıçtın yine ağzıma Turkcell,0
719,sanırım haklısın Turkcell harbiden hayat paylaşınca güzel valla bak posEmos,1
720,Superonline tabii posEmos,1
721,onunda bir Phone si olsun haydi Turkcell yap güzelliği yada aramızda para toplayalım filan posEmos posEmos,1
722,zaman neymiş hayat paylaşınca güzel lallalalllala paylaşıp çoğalınca güzel lalalallalalala,1
723,neyse demin sessiz telefondan sesli telefona geçtik posEmos,0
724,kafama takılan bir konu gsm operatörlerinin mobil site desteği uygulamalarinin olmaması Turkcell istisna tabi,1
725,turkcellmuzik hoş olmuş güzel olmuş güzel hoş olmuş,1
726,günlükleri yol bilmem kaç sevgili Turkcell sana son mektubum,0
727,ilk size sonuna kadar katılıyor Turkcell acun ortaklığı bütün gece dakikada birturkcell reklamı yayınlanıyor,0
728,gece saat mesaj Atay'ımsa sevgılısı attı sansın gerizekalı Turkcell,0
729,kontör yüklediğim anda bitiyor sikicim ha napıyo Turkcell,0
730,Turkcell Superonline milyon haneye fiber İnternet'i taşıdı sabit numara taşımada lider oldu,1
731,Turkcell benden habersiz numaramı Vodafone'dan Turkcell taşımız sonra numaramı başka birine vermiş her dava açıca ibneler posEmos,0
732,dakikadır Turkcell in teknoloji uzmanıyla konuşuyordum bir türlü yapamadık mms ayarlarımı,0
733,Vodafone yeterince başarılı olabildi mi bilmiyorum Turkcell den sinir bozucu reklam yapabilmekte epey başarılılar orası net,1
734,iletişim üzerine duygusal reklam yapıyorsun iletişimi saglayamiyorsun Turkcell illet ettin kar dundur,0
735,Turkcell in çekmesi gerçekten baz istasyonu kurulması gerekiyormuş,0
736,levent Turkcell yalan Avrupa'nın hızlısı buysa Avrupa acıdım şimdi,0
737,Blackberry seni kadar çok seviyorki seni arıyor mutluyuz seninle posEmos,1
738,Turkcell kendini aşmış,1
739,vallahi gizlice çakallık yapmasına gerek yok Turkcell açık açık sömürüyor zaten bizi posEmos,0
740,Phone Türkiye satışa çıkmış bulunmakta uygun fiyat buda küsür lira oda Turkcell den yalnız İnternet mb tabii posEmos,1
741,madem hayat paylaşınca güzel paylaşım faturamı sen zaman açık,0
742,sorun yaşıyorum diğer telefonumda azından çekiyordu an yeni bir telefon aldım sürekli servis yok diyor,0
743,Turkcell gol Platinum kullanıcısı isen indirim hakkı mart kadar kullanma hakkın var posEmos,1
744,evet Cell aydır bole,0
745,yıldır trcell faturalı hat kullanıyor aylık fatura toplamı tl geçmediğinden sözleşmeli telefon alamıyor mürt politikanızın,0
746,unuttunuz galiba bizim yılbaşı geçeli gün falan oldu,0
747,bize gece Turkcell posEmos,1
748,atarsa Turkcell mesaj atar,0
749,ayda saaaadece liraya yöne dakika artışı sms Eeeee tam tamına mb İnternet reklam yapan Turkcell kafası yaşıyor,0
750,dunyanin iyi gsm operatorusunuz bence hemen hallettiniz bozdunuz sorunumu çok tesekkurler artık fırsat smsleri gelmiyor oley,1
751,iyi bende diyorsun çekmiyor canım cekmiyooor sözleşmem bitsin senelik müşterin gidiyor bilginize Turkcell,0
752,bana ancak adil kullanım saçmalığını bitirirseniz yardımcı olabilirsiniz Superonline geçiş sebebim rahatça Download yapıp,0
753,hayat paylaşınca güzel,1
754,hahahahaha bm arkadaslarim var ben seni Vodafone sokarım boşver trcell posEmos posEmos,0
755,Superonline telvzyon net bu kabloya bağlı olduğu tv gittiği zaman net net gittiğinde tv gidiyor haberiniz olsun posEmos,0
756,bence zaten Turkcell le işimiz bitti artık boşver posEmos,0
757,mesajlarım iletilmiyor Turkcell,0
758,müşterilerinizi ekim gücünüz kaybedeceksiniz turkcellcekimgucu of,0
759,zaman Tuna'lını iptal etmek sıtıyorum yardımcı olurumsunuz,0
760,cep telefonuma bankalar mağazalar Turkcell dışında mesaj göndereni görmeyeceğim sanırım posEmos,0
761,öztürkcell geçmenin vakti geldire geçiyor posEmos,1
762,yetkili benim ersenişlerimi duyup cevap vermemiş hani hizmet kalitesi birim senin hizetinide kalitenize tl,0
763,mesajsa Turkcell bir arayansa annemdir yalnızım,0
764,lanet olsun Turkcell Kazim'cinin tekisin,0
765,halbuki bunun tarife dışında Extra ücretlendirildiği bildirilmeli gelen mesajda tabi dışında şeklinde bir ibare olarak,0
766,bende ödül kazanırsam Turkcell reklamlarını seslendirdiğiniz stüdyoya gelmek istiyorum kayıt yaparken posEmos,1
767,safirim Turkcell beni kazikladi,0
768,Diyarbakır dan ayrılma vakti aksam yemeği kahvaltisi mükemmeldi sahneyi anlatmaya gerek yok tüm Turkcell ekibine tesekkurler posEmos posEmos negEmos,1
769,sağolsun Turkcell telefonum tamir olana kadar kullanmam bu Curie vermiş bunun tuş kilidi yüz saattir arıyorum yok imdat,1
770,bu Turkcell calisani olarak söylemek istedim Superonline Turkcell hizmet kalitemden hiç Suphi yok tabii Superonline posEmos,1
771,mesaj geldi numaranız aynı kalsın kazığın adı Turkcell olsun,0
772,Cell masteri hizmetleri bin oldurecekk dk hatta kaldı sonucu beklediğiniz için tesekkurler Penh,0
773,hayat paylaşınca güzel tabi,1
774,dıtdıtdırıtdıtt of Turkcell reklamı aklıma geldi posEmos posEmos,1
775,Tabiiki Turkcell yurtdisi paketi aldım posEmos,1
776,turkcellesavasimvar,0
777,la Turkcell delikanlı bu hat olsa reklamlarını ali poyraz seslendirmez zaten,0
778,bugun Turkcell cari merkezini aradım hemen buyulendim tebrikler Turkcell,1
779,ah be canım ben senin Superonline alacağını bilseydim kesin sana engel olurdum adil kullanım koşulları yüzünden kardeşim,0
780,selam canım evde İnternet'in berbat Superonline iyi bunu seçtim sağolsun oda attı kazdığını nasılsın,0
781,Turkcell senedir bana evde ınn kullandırıyorsun ınsallah batarsın,0
782,ötesi gelsin bu gnctrkcll yapayım zaman posEmos,1
783,bırak bis nedir ara git Cell faturayı kesip göndersin hallederiz posEmos,0
784,zaman sorun yok bende Turkcell iyi bir tarife arıyorum yapsam karar veremedim fikir versene posEmos,1
785,heryone değilim sadece Turkcell yüzden,1
786,evet beğendim,1
787,dundur teknik ariza sebebiyle evde İnternet yok tebrikler ttnet biraz bekle Superonline buraya fiber ag çeksin gorusucez senle saygılar negEmos,1
788,Turkcell kullansaydın atardım sana Turkcell değilsin sözde Turkcell calsıyorusun posEmos posEmos,0
789,hani Turkcell çekerdi bu konuşmam tam kesildi umarım reklamlarda bunu islerler,0
790,doğru kararı vermiş olursun Turkcell Superonline'den uzak durun soyup soğana çeviriyorlar ben kurtuldum dtm,0
791,paylaşmak güzeldir diyen Turkcell söylüyorum senin hoşuna gidebilir ay eşimin seninle maaşını paylaşması bana hiçte güzel gelmiyor,0
792,okulda Turkcell liler İnternet giremiyor mit ten falan şüphelenmeye başladık artık,0
793,aklıma gece gıttıgımız zafer plazadaki Turkcell subesındekı kusur eden calıysan geldi lan posEmos,0
794,bu umut açıyorum mesajlarını yazıklar olsun sana bana Turkcell,0
795,arada omurilik felçlilerine gönderilen sms den sms bedel kesmek nedir Turkcell,0
796,tüm tşkrler Turkcell Facebook sayfası,1
797,sonunda Turkcell bayiine götürmeniz iyi olur diyorlar posEmos,1
798,çarşamba gecesi Suadiye Turkcell çalışanlarının düzenlemiş olduğu karaoke gecesinde görüşmek üzere,1
799,ayni bunların trkcll Superonline kavga edip iptal ettirdik isim hizanda rezaletti turktelekomyeterarama,0
800,sabah sabah faturasini Gori'nce Samira'n biftek ben değilim değil mi Turkcell nereden sisiriyosun su faturayı lan Allah'sız,0
801,tamamdır baba Turkcell bağlan hayata posEmos,1
802,toplu tasma aracında Turkcell beni sesimden tanır cilginliginida yaptı pes,1
803,coca yola Turkcell çok güzel reklam yapiyo posEmos,1
804,Samsun Galaxy tab Türkiye fiyatı Turkcell kampanyası,1
805,inovasyonda büyük ödül Turkcell in bakalım sene hangi firma alacak,1
806,ablacım yorumları esirgeme hayat paylaşınca güzel olsa idi onlarda vicdan olurdu,0
807,dipnot Turkcell in net hizana koyayım,0
808,burdan Turkcell acayip sallayası olanlar kulübü posEmos,0
809,off diyorum sabah kvk masteri temsilcisi sonra Turkcell ardından isbankasi devamlı bant bas bas insanla konuşmak istiyorum ulennnn,0
810,yeni yıla hiç bir sevdiğimi arayamayarak Mathis bu giriş yapmam sagladiginiz için tesekkurler acil artık Hatti'mdi laf ot bye,0
811,turkcellesavasimvar ay oldu rahatladım korkulu ruya girmektense uykusuz Kali'cim,0
812,hayattansogutanseyler süper hızlıyken bir sürü Download yaparken Superonline dan adil kullanım kotanızın maili gelmesi piçler,0
813,sms yine zam geliyormuş bence herkes net paketi yapsın da takılalım Turkcell işi abarttı,0
814,ben cevap vermiştim aynı durumu senin dusunuyordum Turkcell aramızı Arıcak posEmos,0
815,oh bee sonunda telefonumun hatta acildi tesekkurler Turkcell yilbasi ustu telefonsuz kalinmazdi,1
816,Turkcell senden büyük şikayetlerim var,0
817,Avea sadece buradan bu yazı yazdım anında telefonla ulaştılar kıskan çatla patla posEmos,0
