,Tweetler,Duygu
475,Coca Cola ve Turkcell reklamları sayesinde herkes Fenafillah olucak :D,0
476,Sen beni delirtirsin turkcell,0
477,"Bu Turkcell kafayı mı yemiş acaba? Hilton'da gece yapıyor personeline. Önce Duman'ı çıkarıyor, sonra Erol Büyükburç'u. Müsebbibi merak ettim",0
478,normal mesaj gelince . sms mi kaldı diye şaşırıyorum mesğersem bizimki turkcell miş,0
479,"Ondan mesaj beklersin ama onun yerine turkcell mesaj atar ya, iste o cok acı.",0
480,merhabalar Kayseri pınarbaşı ilçesinde yaklaşık 3 saattir servis yok,0
481,"Yarin kendime turksel hat sey aldircaem, onu veririm sana",1
482,götürdüler aldıkları turkcel bayiine program çökmüş içinde demişler geri gönderdiler tel,0
483,kodumun Turkcell'i geçen ayın faturasını daha yeni yolluyo.,0
484,"Sabah sabah ne guzel msg atiyorsun,bu faturayla rekor kirdim =p#*",0
485,"""TESEKKURLER""   ;)",1
486,"Check out my result from    Turkcell Superonline, harbiden süper :))",1
487,25 dakikadır bu durumda bekliyor. Turkcell 3G sıçmış durumda.,0
488,"bebisiimmm gunlerdir arayamadim dk kontur fln bu turkcell yedi bitirdi beni ayin 20sine kadar aramaya kapandi, yrn aciliyo ama",0
489,Çüşşşşşşş turkcel sms paketını 14 tl yapmısssssss ohaaaa yanı napmaya calısıyosun sen turkcelll!,0
490,superonline daha mi iyi peki? Fiyat olarak ttnet'ten daha ucuza diyorlar ama gördüğüm kadariyla daha pahali?,0
491,turkcell internet sitesinde detayli aciklama var ordan bakabilirsin,1
492,"ya birakin su kampanya ayaklarini da 3G'nizi, istanbulun merkezinde telinizin cekmemesi sorunlarina yonelin!",0
493,saygı değer sevgilim  beni hep sen arıyorsun msj atıyorsun. senden başka soranım yok fakat isteklerin çok oldu ama...,0
494,hahahahah :D birisi benimle Turkcell bayisine gelirse bbmimi actiririm ama tek basima ı-ıhh,1
495,"“ Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir”",0
496,"O 2sms de  e sadakamiz olsun,tesyevden daha cok ihtiyaci var belli ki",0
497,"Merhaba Wolfteam Oyuncuları,  İlk Turkcell Mobil Ödeme Etkinliğine katılamadım diye üzülmeyin. Turkcell Mobil...",1
498,#turkcell #ozturkmatik reklami allah belanizi vermesin!! Vapurda deli gibi guldurdun beni...,1
499,Beter ol turkcell böyle bişey warmı engellede neymiş,0
500,"268,60 tl #turkcell faturam. Amk",0
501,bnce süperonline yada smileadsl yap,1
502,"eee 4'ünde vodafone 'a geçişiniz sağlannacak dendi, turkcell kapandı an itibariyle vodafone da açılmadı :S telefonsuz kaldım ulan",0
503,bundan daha guzel bir haber olamaz! turkcell'in baz istasyonu sokuluyor! sukurler olsun! her kimin emegi varsa binlerce kez tesekkurler:)))),0
504,Özturkcell reklamı fena komedi,1
505,1 gb internet yapiyorum hala internet kullanimindan param gidiyo  aq senin ahhahahaha,0
506,Sana da çok teşekkür ederim  . İlle de beni  ile aldat diyorsun!,0
507,"bugün turkcell'de ""hayat paylaşınca güzel"" anı yaşadım",1
508,erol köse:Turkcell bayisinde ''kontör bulunur'' yazısı bana Aziz Nesin'i hatirlatti..yok molped mi saticaktiniz....,0
509,"#turkcell Turkcell çekmiyor arkadaş kim ne derse desin, ' Duyuyor musun? ' ' Alo? ' ' Pardon telefon kesildi ' hep aynı… Bu nedir arkadaş..",0
510,Sayfamızı begenen 80.müşterimize TURKCELL'den 1 aylık FACEBOOK Paketi PDA STORE'dan BEDAVA,1
511,"ne kadar yaparsa yapsın ama Türkiye'nin internetinden bi çacık olmaz.İnternet ,teknoloji geride bi de istihbarat desen seviye 1...",0
512,"İyiki 20 mb net paketim kaldı, yollamadığın mesaj kalmadı turkcell",0
513,Burdan yetkılılere seslenıorm :  se se !!! Sattıgınız blackberryı turkcel desteklıo dıosunuz turkcell en merkezı yerde cekmıo? Ne ayaksınız,0
514,+Turkcell'i kazıkladım.  -Nasıl yaptın kanka?  +SMS yaptım seneye bitiyo. :D,0
515,Yalan... faturalı hattım :avea.. Diğer hattımı ise vodafone'dan turkcell e naklettim :),1
516,Bu türkcell beni seviyor. Yoksa 13.13ten başka msj atacak zaman mı yok.,1
517,yok arasaniz ne olacak bilmiyorum 3 saattir baglanti kuramiyorum yine wifi deyim bir de vinn diyosunuz kanser olur inssn,0
518,Bir SMS Bir Kitap Kampanyamiz devam ediyor Turkcell 5228'e yolluyacaginiz 1 sms cocuklara guzel bir kitaba donusuyor...,1
519,"En sevdiğim şarkı kubat'ın hayat paylaşınca güzel şarkısı. En son aldığım albüm, kubat'ın ""hayat paylaşınca güzel"" albümü.",1
520,#parasineyseverelimde Şu turkcell reklamlarından kurtulalım be hacı !,0
521,turkcell sasmis lan 30 tlye internet paketi mi olur,0
522,"""Hayat Paylaşınca Güzel"" günaydınlarrrrrrrrrrrr :)))",1
523,türkcelle bağlan hayata :),1
524,turkcell e gel,1
525,sagolasin el öpenlerin cok olsun mesaj hakkın Turkcell den Beles gelsin :D,1
526,adam düzenli olarak Turkcell iletişim merkezine ve keyfinin mekanına gidiyor...,1
527,"sayın   sağ olsun beni aradığınızı belirtti ama mesajla. İyi seneler diler sağlık,mutluluk ve bol kazançlı bir yıl dilerim.",1
528,"ters kutuplar birbirini cekerrrrr,turkcell'I'm benimmmm:)",1
529,bugün perşembe turkcell sinema günleri ....,1
530,#3kelimeyle2011 turkcell işinegeleni duyuyorsun!,0
531,Büyük kuş Türksel işte... Utanmasa serçeyi de yiyecek. :)),0
532,hayat paylaşınca güzel :),1
533,29tl'ye 1GB internet paketi mi olur  ? ben burda gunde 5 rubleye sinirsiz internet kullaniyorum!,0
534,Genc 600 paketimde 595 dk görünmesine rağmen krediniz yetersiz uyarsıyla karşılaşıyorum. müşteri temsilcisiyle de görüşemiyorum.,0
535,Mesajlarım neden iletilmiyor ? Ne boktan bir operatördür TURKCELL !!!,0
536,Aynen lan yeter iliğimizi sömürdükleri!Hele turkcell ne kadar oç canım cicim demesini biliyor ama '91 lirayı öde Esma' da diyo!,0
537,paranla galaxy note alamıyorsun bu ne iştir arkadaş! illa turkcell faturalı hattım mı olmak zorunda!?,0
538,turkcell partner 20 gunfur cvp vermiyor? oyalıyor? tv projem var neden ilgilenmiyorsunuz?,0
539,Ve turkcell'den aldığım iPhone sağlıklı çalışmıyor.daha söyleyecek cok şey var ama daha sonra söylerim,0
540,"maNga, canlı ve etkileşimli olarak 23 aralık cuma saat 15:00'te Turkcell Müzik'te! bilgilerinize sunarım :)",1
541,gördüğüm en iyi web sayfalarından...,1
542,en uygun iphone4s paketi sanırım Gold Paket:turkcell:5000dk Her Yöne:2000dk Data:4GB   iPhone 4S 16GB 177 TL,1
543,Sabahın 5'inde milli piyango sonucu gönderen bilyoner/turkcell bari ikramiye kazandınde de boşuna uyanmamış olaydım #bilyoner #iddaa,0
544,cok kizdimm cokkkk,0
545,"bu türksel millete hediye tl veriyo, benden hediye tl çalıyo bu nebe..  Tl lerim konusmadan bitiyo..",0
546,Bu ayki turkcell faturamda yuvarlama farkı diye bir kalem var. Bedava dedikleri servislere de para alıyorlar.,0
547,#turkcell her yerde 4 çeker diye hava atma hala Kinaliada açıklarında çekmiyor telefon,0
548,Internet basvurusu yaparken adil kullanim koşullarını bildirmeyip kota dolumunda mail atan superonline tebrikler!!!,0
549,"İnternet gidince superonline'ı aradık ve sonuç olarak cevapları,bizim sitede genel olarak bi kopukluk varmış.ee çözüm olarak?",0
550,"ya geçip taksitle bir iphone 4S alayım dedim, ilk 12 taksiti tek çekimde peşin istediler. 1400TL peşin vereceksem Turkcell'de kalırım",1
551,Bende özturkcell ciyim. ;)),1
552,evde superonline var buraya bekleriz,1
553, hayat paylaşınca güzel la la laaa laa  ,1
554,Seni seviyorum Turkcell,1
555,turkcell :-),1
556,bu turkselde gecırıyoda geciriyor 29 fatura 50gelıyor bigecırmeyen sen kalmıstın türksel sende gecir okey,0
557,#keske TURKCELL 2 ve 3 Gb internet paketlerini de hizmete sunsa da bende limitimi doldurdugum ve EKNET de alamadigim icin magdur olmasam!!!,0
558,I Phone / Turkcell Müzik application.. Mutlaka deneyin...,1
559,#turkcell çık hayatımdan.,0
560,#hayattansogutanseyler  in çok pahalı olması.,0
561,avea kullanmaya devam edersen daha çoooook koparsın. TURKCELL le bağlan hayataa :),1
562,#turkcell dogum günü hediyen için tesekkürler :),1
563,Turkcell'deyim şimdi. Karşılaşırız bi'yerlerde ;),1
564,ya diyorum sana bizim baba gelmicek bu sene bana dedi sen halledersin bana söyle isteklerini hem benim hat turkcell :),1
565,turkcell isi yokusa sürüyo ama pehh,0
566,"27 ağustos, Turkcell tarife bitişi. dokuz yıl önceki 250 tl yi bir türlü unutamadım. ihanet edersem belki unutabilirim",0
567,Kubat turkcell reklamının sonunu halkalı şekere bağlıyacak diye öylesine korkuyorum ki.,0
568,"evet, guzel olmus.",1
569,ayni sorunu ayin yedisinde bildirmistim su an cozulmedi turkcell mobil tv uygulamasinda lig tv den mac izlerken ekran,0
570,turkcell cok mu ii sanki..her ay paketlerinin 3 kati para gelio..surekli daha yuksek bi paket almaya mecbur birakiosun..,0
571,"çok sıkıldım bu Turkcell den, ayrılsam kime geçicem hepsi aynı bok :(",0
572,Ne yaparsam yapayım Turkcell'in bana yine de geçirmesine   #takilipkaliyorum,0
573,"Biri bana turkcellin sevgi sözcüklerinden yollasa ""ıy kro"" derim. Toprağım nedir ya? Kusura bakma turkcell hiç romantik değilsin...",0
574,...yada ceremesini ben çekiyorum. Sanırım artık 13 yıllık Turkcell hizmetini değiştirme vakti geldi. Vadafone haklı galiba.. Pess....,0
575,bu turkcell beni niye sevmiyo ya,0
576,iki gündür vodafone internet testleri yapıyorum. Turkcell'in 3G sinyalinin olmadığı birçok yerdeki kalitesiyle beni adeta şok etti.,0
577,yeni yıl reklamı bir harika !!,1
578,RE:  Türkcell Vınn Çeker Hacılar .. :),1
579,"eger sansın varsa superonline fiber optik, yoksa zaten diğer hepsi aynı",1
580,numaramı turkcell'e mi taşısam acaba,1
581,"#Turkcell in Hayat Paylasinca Guzel reklami emotional selling olayini fazla abartmis!Bilincaltina calismasi gerekirken,kor goze parmak sokms",0
582,En kısa zamanda turkcell den bosanıcam,0
583,#yeniyildanistegim yeni yıl TADIM ve TURKCELL reklamındaki gibi olsun :),1
584,cok pahalisiniz.. az dakikali bol internetli uygun fiyatli paket istiyoruz! Mesela 1GB internet+200dk 40TL gibi,0
585,"Coca Cola nun ""Umut"" müziği alıp çocukluğuma götürdü sanki, çok sevdim. Ajitasyonsuz oluyormuş demek. bkz. Turkcell",0
586,Tatlım senin hattın Turkcell değil mi? Ben gene sömürüldüm mesaj atarken :D,0
587,Bilmediğim acayip turkcell numarası;şu kontorsuz ve dar zamanlarımda mesajlarınla bana destek olduğun ve yalnız bırakmadığın için teşkürler.,1
588,bu gidişle facebooku bırakacam  yani turkcell gibi oda sapıttı hani birde kullanıcıları rahatsız etmeyin uyarısı atıyor ya küfredecem haa,0
589,Bugun turkcell bana kiyak geciyor :),1
590,turkcell zaten bir numaralı dolandırıcı doktor.,0
591,"Turkcell cephesinden hiç beklemiyordum böyle bir telefonu, öneri için çok sağolasın!",1
592,onun icin gecicem tekrar turkcell'e az kaldi :-D,1
593,10 yılı aşkın süredir kullandığım #turkcell den numaramı taşıma kararı aldım.bu kadar konuşmaya fazla fatura ödüyorum...,0
594,bu turkcell çok piç öyle böyle değil,0
595,internetin hızı düşmüş  hay ben bu superonline'ın..,0
596,Numara taşıma işini operatörler ele ayağa düşürmüş.sokak satıcıları gbi bağrıyorlar avea turkcell vodafone  aynı b*kun lacivertisiniz.öptüm.,0
597,iyi. hıh. turkcel bulamadım :D,0
598,bu ay ki turkcell faturam yine katlanmış :) akordeon misali :D,0
599,İşte Joygame ve Turkcell işbirliğinden müthiş bir kampanya daha. Joygame; Turkcell Mobil ödeme ile yükleme yapan...,1
600,Photo: ”Dünyaya liderlik eden operatörler”den biri Türk Turkcell Superonline fiber internette dünya lideri...,1
601,Mesela Turkcell Kuruçeşme Arena'da Turkcell hattın çekmemesi. #enbuyukironi,0
602,Turkcell'i benzer sebeplerle biraktim. Alternatifleri daha mi iyi? Tartisilir:)Tuketiciyi koruyan platformlara ihtiyacimiz var,0
603,"Koray Bey, Manisa TEZCAN TIM'de 14 günde 2 defa kandırıldım, o çalışanlar Turkcell'e yakışmıyorlar, bilginize.",0
604,bu turkcell'in ta ..... bi kontör yükledik 2 saat oldu gelmedi nasıl iş bu ya :S,0
605,gel vodofona :)  bugüne kadar türksel beni yolmuş ta yolmuş. böyle arayan soran da yok,0
606,numaramı degıstırıcem yoksa ıstemem yanı bılıyosun turkcell. Paylas benımle tl lerını #hayatpaylasincaguzel,0
607,ahaha hadi ya öyle mi!.hatta Turkcell EMOTIONAL paketi duymuştum bir de. iltifatlar sevgi sözcükleri vs. atıyo kızlar çin ideal.,1
608,Daha bitmedi turkcell ve genpa yazmaya devam edecegim sattiginiz calinti veya kayitdisi telefon hakkinda,0
609,#turkcellprotesto olm turkcell  e mesaj hakkkı veren yerlerine sokayım senin,0
610,Paylaşınca ne çoğalıyoo amip miyiz biz neyiz senin gözünde Turkcell,0
611,Bendeniz #Turkcell e geçmiş bulunuyorum.,1
612,Öf be amip Turkcell sinirlerimi bozuyosun !,0
613,"Kendimi devamlı""Hayat paylaşınca güzel la la la la la"" şarkısını söylerken buluyorum. Durumum içler acısı gibi..",1
614,Internet paketimi iptal edemiorum yardm edersnz sevinrm...,0
615,turkcell superonline fiber internet veya ADSL ve sabit telefon hizmetleri,1
616,superonline tabii kii!,1
617,Kontör aldim aninda 7 tl aldi bu turkcell ! Neyse internet paketim yenilenmis oldu iyi iyi :),1
618,turkcell aldım memnun degilim,0
619,valla ben tarifem neyse onu oduyorum turkcellden de gayet memnunum yillardir turkcelliyim...,1
620,kopuyoruz Alperenle :D Teşekkürler Turkcell :D,1
621,hahaha turkcell beni seviyo :),1
622,yine bütün TİMlerin yepyeni tabelaları değişiyor. bu ne israf ya vergiden mi düşüyorsunuz napıyorsunuz ? anlamadım,0
623,Sözlerin olmadığını ve lala laa laa la laa şeklinde söylediklerini düşün :) Bana Turkcell'i çağrıştırıyor işte :),1
624,En beklenmedik anda bi msj gelir heyecanlanırsın açmak için sabırsızlanırsn bi bakmışsınkiki Turkcell den gelmiş #yıkıldığıman :(,0
625,Sayın  1. Neden web siten mobile uyumlu değil? 2. Neden bana indirimli 1gb internet paketini tanımlamadın? Ayrımcılık değil mi bu?,0
626,Bahçeşehir Üniversitesi'nden Süreyya Ciliv'e özel ödül,1
627,Bizim burda Turkcell'de Turkcell çekmiyor daha ne olsun :D,0
628,tcell benmle hayata bağlan dedi faturada bana bi koydu...soluğu vodafone'da aldım:)),0
629,"Sabah,ögle, akşam demeden yemeden icmeden bana mesaj atan TURKCELL düş yakamdan artık!",0
630,Numaranı Turkcell'e taşımanın tam zamanı! 20 TL yükle aylık her yöne 250 dakika bedava konuşma kazaniyorsun :) duyduk duymadik demeyin :D,1
631,Bilirim ama TÜRK'üz TURKCELL lıyız kanka;),1
632,ne yani turkcell pahalı mı demek istiyorsun :D ???,0
633,su I phone 4 s icin 12 ay taahhut yapsaniz yilbasi bizim icin daha da guzel gecicek :D Avea bile yapmis utandim :D,0
634,"#Turkcell sen varya adamsın lan adamın dibisin,ayrıca müşteri hizmetlerindeki o sesede belki aşık olmuş olabilirm jfhjgdhkg :D",1
635,15. Katta Turkcell cekememısı  demek ne demek yaa ?,0
636,Ohaaa o faturaa ne turkcell soymaya mı karar verdın bizi !!!,0
637,Birini aradigimda 'sinyal sesinden sonra mesaj birakiniz'i duyduktan hemen sonra gelen mesaj turkcell'in sapik oldugu izlenimi uyandiriyor.,0
638,superonline cok iyi hele ttnetten sonra baya iyi 3 aydir sorunsuz kullaniorm hic skntı cikarmadi,1
639,Bi kere daha ttnet reklami gorursem bayilicam ilk firsatta superonline'a GERİ donuyorum,1
640,"20 saatte bir bayi açan, 2 saatte bir baz istasyonu diken ama bir türlü çekemeyen bir operatör varmış. Çok acınası çok.  büyüksün",1
641,"Korkuyorum yakında bütün reklamlarda halk müziği çalacak ,biri halkın sadece  bu olmadığını söylese? #akp #turkcell",0
642,Sbh 07:30da $irkettin giri$inde elinde $ekerleriyle noel baba bizi kar$iladi:)Turkcell seni sevyorum,1
643,sebepsiz yere hattımı aramaya kapattı... 8 ay önce verdiğim evrak fotokopisini tekrar istiyor.. günümüz derebeyi.. lanet adamlar..,0
644,benden cekecegi var.,0
645,"turkcell cok ucmus, avea kazanir... Bir sonraki iphone aveadan gelecek belli oldu.",0
646,Taksim'in göbeğinde the Marmara'nın 19. Katında 3G yok iyimi.. Mac ziyan oldu valla .. Mobil tv alacakmışım seyredemedikten sonra,0
647,mecidiyeköy'de edge. asmalı'da edge. taksim göbeği 18. katta arşta yine edge. bazen çok canımı sıkıyorsun #turkcell,0
648,Modemin 2 metre uzaklikta olmasina ragmen baglanti sorunu yasanilan ve insani sinir eden tek internet superonline fiber olmali.,0
649,geride kalan müzik aktivitelerinde çalıştım bugünde evden internetten izlicem.çok merak ediyorum bu güzel proje nasıl görünüyo :),1
650,turksel sadece bizi aldatsa gene iyi. kaç milyon abonen aman sevgilin var canim?,0
651,yok bu kadar reklama göre uydu hızında sanarsn ) #ttnet 75tl fatura oduyorum ona uyz oluyorm  superonline kurtar beni:),1
652,"Merhaba,ben sevgilinizden mesaj beklerken gelen Turkcell mesaji,bana ettiginiz kufurleri biliyorum...",0
653,48 saat daha bekle offff,0
654,#2011 de Turkcell'de kalmaya devam ettim mesela..,1
655,avea bile acikladi herturlu fiyat.  ve #vodafone dan tik yok,0
656,#PazarlamaKonferansi Turkcell Akademi'ye cok tesekkurler!,1
657,Benim bildiğim bi konuda en fazla 1 tane şampiyon olur ama bu Turkcell Avea ve Vodafone'dan hepsi numara taşımada şampiyon,0
658,ama turkcell den başka kaliteliside yok yani...,1
659,#2012tahminleri Turkcell'deki sesli komut anlama sistemi hayatın her alanına yayılacak.,1
660,Dur bi mesaj atalımda sevgilisinden zannetsin.  -Turkcell :D:D  &gt;&gt;RİHLE&lt;&lt;,0
661,Mesaj gelır acarsın ve sınırle kapatmanın nedenı 'TURKCELL',0
662,oturduğun yerde fiber bağlantı varsa süperonline,1
663,Sahanin Turkcell reklamlari gercekten cok komik.,1
664,O degilde türkcell hala beni bulupta 10 saniyede bir tweet atmadi bana bir aksilik var bu iste,0
665,"O değilde bu Turkcell reklamindaki ağlak, yandan düdüklü sesi olan adam kim abi? Biri benim yerime bulsun ve Tibet'e götürüp orada biraksin.",0
666,"Bu sacma sapan sinir bozucu reklam furyasi nedir ya?! Sahanli Turkcell, Bonus Card kafa reklami, Aytac... Iticisiniz!",0
667,891.000 Abone kaybından sonra elinde ki 532 li hatları bedava dağıtmaya başladı :)) Yazık sana canım yaa! Çaresizliğin son noktası,0
668,Iyiki bbm var mesaj gelince amaan turkcell den gelmistir deyip gecmiyorum,0
669,"15 dakkası 50 kuruş'unda bi sınırı olduğunu bilmiyordum Turkcell. 600 dakikayı doldurunca ölümüne geçirdin, teşekkürler.",0
670,"O kadar cok kontor yuklemiyodum ki ,bu ara yuklemeye basladim turkcell bana bedava dakika verip duruyor .",1
671,İki biranın verdiği hal ne güzel. Sarhoş gibi değil ama bi adam sen decilik bi boşvermişlik bi hayat paylaşınca güzelcilik. Evet.,1
672,Büyük ödül Turkcell Teknoloji'ye,1
673,"Bu  hesabini ergenler mi yonetiyordur nedir, kurumsal kimlik falan nerede?!",0
674,saol sana da :-),1
675,En iyisi   düşünmen bile vakit kaybı :D,1
676,izmirde cok kotusun 3G'in tartismali binalarin icinde yoksun vapurda cekmiyorsun!Duzelene kadar yazicam ya da subatta sana da bye!,0
677,ile  neyi dusunerek sistemi degistirdi acaba? Lutfen bir aciklama...,0
678,"internet ve telefonda superonline 'a transfer oldum.20 mgpt sınırsız  internet 44 tl telefon vergiler dahil 7,5 kr sabit ücret yok",1
679,D-Smart bugünler de ex aşkım Turkcell'den bile daha fazla mesaj göndermeye başladı.Çok seviyor olmaı.,0
680,"turkcell in sundugu bir hizmet, ancak karekter hata sorunu vardi umarim duzeltmislerdir.",0
681,armut piş ağzıma düş. Müşteri temsilcinizi ardım.Her bilgim var önünde bana 7777'ye yönlendiriyor. Sesimden tanımanız madah değil.,0
682,Onların bulamadığı çözümü biz bulduk ailece 4 hat Vodafone'a geçtik. Sorun kökten çözüldü :),0
683,#encoksevdigimsey Turkcell ile hayata bağlanmak,1
684,"Bu saatte Telekom ve Turkcell beni arayarak kampanya bilgilendirmesi yapti dun gece Garanti saat 04.00 da, dava acilamiyor mu bunlara?",0
685,#hayatpaylasincaguzel Turkcell 14. ITU Sektör Günlerinde #ituemk,1
686,"Valla haklisiniz, Turkcell d(G)ört çeker !!!",0
687,bıde turkcell cekmıo derler dımı sed (:,1
688,"eleştirenlere inat, turkcell ile savaşınızdaki gelişmeleri tweetlemenizi bekleyenler var :)",0
689,ön ödemede değil cekim gücünde sorun. Hayat cam kenarında telefonla konuşurken guzel,0
690,Eee.. Ne demişler..  Etme çoluk çocukla muhabbet küstürürsün.. Silme  'le götünü kestirirsin :)),0
691,Teşekkurler teknoloji uzmani:)) Beni kurtardi:D,1
692,derimod benetton sisley turkcell  sevil ykm bana sms atmayın size ihtiyacım yok sizden msj beklemiorm ananızı skim heycanlanıorm tlf ötünce!,0
693,teşekkürleerr,1
694,2 saat once kontor yukledım ama hala sms ım yenılenmedı bok ye turkcell.BOK YE,0
695,3G problemleri icin nereye basvurabiliriz? Kayseri/Talas Erciyes Unv. Civarı 5 gündür edge. Turkcell bile çekiyor yahu :) help..,1
696,"turkcell musteri hizmetleriyle cok kibar konusuyosun,,,ben senin kadar sabirli olamiyorum mojitoooo!",0
697,"Hadi Yine süpersiniz, iyi sıyırdınız. Iphone 4s olayından",1
698,1GB internet paketi aldım 1 ay olmadan bitti nasıl oluyor çok merak ediyorum Ey Turkcell cevap ver!??,0
699,"profesyoneller kulubune girin ama ne bi bilgilendirme gelsin, ne sifre gelsin. Prof olduk sozde. Hani sifrem?? Neyden yararlancam?",0
700,turkcell'e sor deki alihanın mesaj paketini neden bitirdiniz?,0
701,32 GB Gold paket gayet iyi :),1
702,"ya bi yürü git Turkcell daha fazla eksilere düşmüyo yapamadım demiyodaa ,ders çalışmışş ahahaha :D okuyo o okuyo ;););)",0
703,Pardon :))  mümessili olduğunuzu yeni farkettim.Davulun sesini bilmem ama başka sesleri iyi duyarız biz.Merak etmeyin,0
704,dediler.İsteğimi şirketime bildiridim onlarda superonline müracatta bulunmuşlar. Süperonline'in cevabı çok saygısızca.,0
705,"arayin dedi, tam 1 saat 10 dk çağrı merkezindeki arkadaş ile konuştum, bana kontör transferlerinin ücretlendirildiği söylendi",0
706,"Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir",0
707,"Kuzenımı ararken turkcell jıngelını kenan dogulu soyluyo, mutemadıyen senı arıyasım var cuz",1
708,Dun gecedn beri turkcell mustri hzmetlerndeki kadinla ask yasiyrz sonunda oldu oh be:)),1
709,Bu akşam sinemada Sherlock'ta kullanmak için bi gnctrkcll şifresi lazım gençler. Bi el atıverin hadi.,1
710,"00:00 da turkselden mesaj geldi *llah belani versin turksel -,-",0
711,off ali ya sbh sbh ne güldürdün :D art ık facebooktanda Turkcell ile ilişkisi war yaparsın sen :D,1
712,superonline'ın yüksek hızlı internetini bağlattır TTnetten uzak dur,1
713,Butun kampanyalarda kazigi herzaman turkcelliler yer yasasin #turkcell,0
714,#parasineyseverelimde türkcell boş yere ikide bir mesaj göndermesin!!!,0
715,sadece doğduğun gün doğum günü kutlamak çok saçma bence. her gün kutlanabilir. hoşuma da gider hani. türksel kötü oldu.,0
716,vodafone herkesin hakki ama sn halaa turkcell,0
717,Kahretsin cok artistim turkcell bana espri yapiyoor :D,0
718,Ohaaaaaaaaaaa!!! 202 tl Cep Telefonu Faturasımı Olur Beeeeee... sıçtın yine ağzıma turkcell!!!,0
719,sanırım haklısın turkcell harbiden hayat paylaşınca güzel valla bak :),1
720,superonline tabiki :),1
721,onunda bir iPhone 4s si olsun haydi Türkcell yap bu güzelliği:)yada aramızda para toplayalım filan :)),1
722,"o zaman neymiş, hayat paylaşınca güzel lallalalllala, paylaşıp çoğalınca güzel lalalallalalala.",1
723,"Neyse demin sessiz telefondan, sesli telefona geçtik :)",0
724,kafama takilan bir konu gsm operatorlerinin mobil site destegi ve uygulamalarinin olmamasi. turkcell istisna tabi,1
725,"turkcellmuzik hoş olmuş, güzel olmuş, çok da güzel ve çok hoş olmuş",1
726,günlükleri Vol. (bilmem kaç) Sevgili Turkcell bu sana son mektubum.,0
727,Belki de de ilk kez size sonuna kadar katılıyorm.Turkcell Acun ortaklığı ne?Bütün gece 5 dakkada birTurkcell reklamı yayınlanıyr,0
728,Bu gece saat 00.00'da mesaj atayımda sevgılısı attı sansın gerızekalı -Turkcell,0
729,kontör yüklediğim anda bitiyo sikicem ha napıyo bu turkcell,0
730,""" Turkcell Superonline 1 Milyon Haneye Fiber İnterneti Taşıdı, Sabit Numara Taşımada Lider Oldu.",1
731,turkcell benden habersiz numaramı vodofonedan turkcelle taşımız sonra numaramı başka birine vermiş o.ç'ler dava açıcam ibneler:D,0
732,32 dakikadır turkcell'in teknoloji uzmanıyla konuşuyordum bir türlü yapamadık mms ayarlarımı,0
733,#Vodafone yeterince başarılı olabildi mi bilmiorum ama #Turkcell'den daha sinir bozucu reklam yapabilmekte epey başarılılar  orası net..,1
734,iletisim uzerine en duygusal reklami yapiyorsun ama iletisimi saglayamiyorsun #turkcell illet ettin kac gundur,0
735,"Turkcell'in çekmesi için gerçekten de baz istasyonu kurulması gerekiyormuş,,,",0
736,"Levent'de Turkcell 3G yalan. Avrupanın en hızlısı buysa, tüm Avrupa'ya acıdım şimdi.",0
737,BlackBerry seni o kadar cok seviyorki :) Hep seni ariyor. Mutluyuz seninle,1
738,Turkcell kendini aşmış,1
739,Vallahi gizlice çakallık yapmasına gerek yok turkcell açık açık sömürüyor zaten bizi:D,0
740,iPhone4S Türkiye de de satışa çıkmış bulunmakta en uygun fiyat 99/24 buda 2300 küsür lira oda turkcell'den yalnız internet 100 mb tabiki :D,1
741,Madem hayat paylasınca guzel paylasım faturamı sen ozaman amık,0
742,ile sorun yaşıyorum. diğer telefonumda en azından çekiyordu şu an yeni bir telefon aldım sürekli servis yok diyor,0
743,Turkcell Gold/Platinum kullanıcısı isen %50 indirim hakkı.. Mart'a kadar 3 kez kullanma hakkın var ;),1
744,evet o.c tcell 10 aydir bole!,0
745,12Yıldır Trcell faturalı hat kullanıyorm ama 6 aylık fatura toplamı 250TL geçmediğnden sözleşmeli telefon alamıyorm.Müşt. politikanızın a.q,0
746,unuttunuz galiba bizim yılbaşı geçeli 13-14 gün felan oldu. ?,0
747,bize gec turkcell e :))),1
748,-00.00 da atarsa Türkcell mesaj atar yani,0
749,"""Ayda saaaadece 20 liraya her yöne 200 dakika artııı 100 SMS veeeee tam tamına 100 mb internet""diye reklam yapan türkcell ne kafası yaşıyor?",0
750,dunyanin en iyi gsm operatorusunuz bence. Hemen hallettiniz cozdunuz sorunumu cok tesekkurler artik firsat smsleri gelmiyo! Oleyy!,1
751,en iyi 3G bende dıyorsun ama çekmiyor canım cekmiyooor!!! Sözleşmem bitsin 10 senelik müşterin gidiyor. Bilginize! #turkcell,0
752,bana ancak adil kullanım saçmalığını bitirirseniz yardımcı olabilirsiniz. Superonline'a geçiş sebebim rahatça download yapıp +,0
753,hayat paylaşınca güzel,1
754,hahahahaha bnm arkadaslarim var ben seni vodafone da ise sokarim :) bosver trcell i :),0
